CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod
1388,58,Male,Month-to-month,131.39,6700.89,Yes,DSL,51,Yes,Mailed check
1389,40,Female,Month-to-month,122.23,1955.68,Yes,DSL,16,Yes,Electronic check
1390,30,Male,Month-to-month,80.44,5148.16,No,No,64,Yes,Electronic check
1391,45,Female,One year,35.65,713,No,No,20,No,Bank transfer
1392,31,Female,One year,19.15,1014.95,Yes,No,53,No,Mailed check
1393,64,Female,Month-to-month,51.44,2469.12,No,DSL,48,Yes,Electronic check
1394,41,Female,Month-to-month,91.36,1918.56,No,DSL,21,Yes,Bank transfer
1395,35,Male,Month-to-month,128.93,8767.24,No,No,68,Yes,Mailed check
1396,42,Male,Month-to-month,79.61,5015.43,Yes,No,63,Yes,Bank transfer
1397,23,Female,Two year,105.91,3706.85,Yes,DSL,35,No,Credit card
1398,28,Male,Month-to-month,56.41,1128.2,Yes,Fiber optic,20,Yes,Bank transfer
1399,54,Female,One year,86.8,4774,Yes,DSL,55,No,Credit card
1400,32,Female,Month-to-month,93.82,4409.54,Yes,No,47,Yes,Electronic check
1401,27,Female,One year,18,306,Yes,DSL,17,Yes,Electronic check
1402,46,Female,Month-to-month,50.53,707.42,No,No,14,Yes,Mailed check
1403,54,Female,Two year,98.24,4224.32,Yes,DSL,43,No,Bank transfer
1404,48,Female,Month-to-month,74.61,3282.84,Yes,Fiber optic,44,Yes,Bank transfer
1405,51,Male,Month-to-month,23.12,809.2,No,DSL,35,Yes,Electronic check
1406,30,Male,Month-to-month,18,702,No,Fiber optic,39,No,Mailed check
1407,22,Female,Month-to-month,52.2,2610,No,Fiber optic,50,Yes,Electronic check
1408,58,Male,Month-to-month,62.49,1812.21,No,Fiber optic,29,Yes,Mailed check
1409,36,Female,Month-to-month,34.06,851.5,No,DSL,25,No,Bank transfer
1410,36,Male,Two year,70.01,2100.3,No,Fiber optic,30,No,Credit card
1411,55,Male,Month-to-month,82.72,4549.6,Yes,DSL,55,Yes,Mailed check
1412,46,Male,One year,88.47,5308.2,Yes,DSL,60,Yes,Bank transfer
1413,45,Female,Two year,18,288,Yes,Fiber optic,16,Yes,Mailed check
1414,65,Male,Month-to-month,19,437,No,DSL,23,Yes,Credit card
1415,32,Female,One year,54.34,,No,No,3,Yes,Credit card
1416,51,Female,Month-to-month,85.03,680.24,No,Fiber optic,8,Yes,Electronic check
1417,40,Female,Month-to-month,82.12,82.12,Yes,Fiber optic,1,Yes,Credit card
1418,43,Male,Month-to-month,81.52,2771.68,No,DSL,34,Yes,Credit card
1419,58,Male,Two year,51.58,,Yes,DSL,37,No,Electronic check
1420,46,Male,Month-to-month,53.53,2355.32,Yes,No,44,No,Credit card
1421,46,Female,Month-to-month,39.51,553.14,No,DSL,14,Yes,Electronic check
1422,52,Female,Month-to-month,91.89,3767.49,No,No,41,Yes,Mailed check
1423,35,Male,Two year,32.78,65.56,Yes,DSL,2,No,Bank transfer
1424,29,Female,Month-to-month,94.75,2842.5,Yes,DSL,30,Yes,Electronic check
1425,27,Male,One year,72.27,3685.77,No,Fiber optic,51,No,Mailed check
1426,18,Male,One year,63.42,,No,No,40,No,Credit card
1427,64,Male,One year,42.02,2353.12,Yes,DSL,56,Yes,Mailed check
1428,26,Male,Two year,18,738,Yes,DSL,41,No,Electronic check
1429,37,Female,Two year,42.33,2201.16,Yes,Fiber optic,52,No,Electronic check
1430,36,Male,Month-to-month,53.45,2939.75,Yes,DSL,55,Yes,Electronic check
1431,43,Male,Month-to-month,18,1278,Yes,DSL,71,Yes,Electronic check
1432,49,Male,Month-to-month,58.09,3020.68,No,DSL,52,Yes,Mailed check
1433,50,Male,Month-to-month,97.35,3017.85,No,Fiber optic,31,Yes,Bank transfer
1434,33,Male,Month-to-month,84.85,4497.05,No,Fiber optic,53,Yes,Bank transfer
1435,37,Male,Month-to-month,47.63,1714.68,Yes,No,36,No,Mailed check
1436,43,Male,Month-to-month,66.64,466.48,No,DSL,7,Yes,Bank transfer
1437,37,Female,Two year,45.53,455.3,No,DSL,10,No,Credit card
1438,59,Female,Month-to-month,70.21,3721.13,No,Fiber optic,53,No,Mailed check
1439,45,Female,Two year,118.9,7015.1,No,DSL,59,Yes,Mailed check
1440,48,Female,Month-to-month,98.9,890.1,No,DSL,9,Yes,Mailed check
1441,47,Male,One year,83.23,5742.87,No,Fiber optic,69,No,Bank transfer
1442,54,Female,Two year,47.75,1957.75,No,DSL,41,Yes,Mailed check
1443,42,Female,Month-to-month,91.25,3285,No,Fiber optic,36,Yes,Mailed check
1444,24,Female,Month-to-month,18,1026,Yes,No,57,Yes,Electronic check
1445,44,Male,Month-to-month,56.17,3257.86,No,No,58,Yes,Electronic check
1446,32,Female,Month-to-month,85.43,1964.89,No,DSL,23,Yes,Bank transfer
1447,33,Female,Two year,90.91,2454.57,No,Fiber optic,27,No,Electronic check
1448,47,Male,Two year,88.45,3184.2,Yes,Fiber optic,36,No,Credit card
1449,54,Female,Month-to-month,75.32,1506.4,No,No,20,Yes,Electronic check
1450,40,Male,Month-to-month,58.15,1860.8,No,No,32,Yes,Electronic check
1451,43,Female,Month-to-month,83.83,83.83,No,No,1,Yes,Mailed check
1452,60,Male,Month-to-month,31.65,854.55,No,Fiber optic,27,Yes,Credit card
1453,42,Female,One year,35.44,496.16,Yes,DSL,14,No,Credit card
1454,71,Female,Month-to-month,67.16,0,No,No,0,Yes,Electronic check
1455,46,Female,Month-to-month,71.06,1918.62,No,No,27,Yes,Bank transfer
1456,18,Male,Month-to-month,18,882,No,No,49,Yes,Mailed check
1457,49,Female,Month-to-month,80.93,2751.62,No,DSL,34,Yes,Bank transfer
1458,44,Male,One year,92.05,2485.35,Yes,Fiber optic,27,Yes,Bank transfer
1459,55,Male,Month-to-month,62.3,498.4,No,DSL,8,No,Bank transfer
1460,48,Male,Two year,148.11,3406.53,Yes,No,23,No,Credit card
1461,38,Male,Two year,41.1,2548.2,Yes,No,62,No,Bank transfer
1462,25,Female,Month-to-month,52.36,157.08,No,DSL,3,Yes,Bank transfer
1463,37,Female,Month-to-month,51.17,2814.35,No,Fiber optic,55,No,Credit card
1464,29,Female,Two year,62.33,2493.2,Yes,DSL,40,No,Electronic check
1465,33,Male,Two year,53.49,3530.34,Yes,DSL,66,No,Credit card
1466,47,Female,Two year,18,846,Yes,DSL,47,Yes,Credit card
1467,60,Male,Month-to-month,45.87,2614.59,No,DSL,57,Yes,Electronic check
1468,44,Male,Two year,61.58,2340.04,Yes,DSL,38,No,Bank transfer
1469,25,Male,Month-to-month,108,2592,No,DSL,24,Yes,Bank transfer
1470,45,Female,One year,142.08,8382.72,Yes,Fiber optic,59,No,Electronic check
1471,54,Female,Two year,111.74,5140.04,No,DSL,46,No,Bank transfer
1472,32,Male,Month-to-month,37.86,2271.6,No,No,60,Yes,Electronic check
1473,38,Female,Two year,40.65,,Yes,Fiber optic,26,No,Credit card
1474,40,Female,Month-to-month,59.42,2436.22,Yes,Fiber optic,41,Yes,Bank transfer
1475,30,Male,Two year,127.46,6500.46,Yes,No,51,No,Bank transfer
1476,47,Male,Month-to-month,59.21,2782.87,No,DSL,47,Yes,Mailed check
1477,38,Female,Two year,18.54,574.74,Yes,DSL,31,No,Bank transfer
1478,45,Male,Month-to-month,47.46,1091.58,No,DSL,23,Yes,Mailed check
1479,29,Male,One year,91.5,,No,Fiber optic,2,Yes,Bank transfer
1480,34,Female,Month-to-month,89.15,2317.9,Yes,DSL,26,Yes,Mailed check
1481,48,Female,Month-to-month,57.99,2261.61,No,Fiber optic,39,Yes,Electronic check
1482,35,Male,Month-to-month,88.92,1956.24,Yes,Fiber optic,22,Yes,Bank transfer
1483,60,Female,One year,18,108,No,Fiber optic,6,No,Electronic check
1484,35,Male,Month-to-month,68.63,2470.68,No,DSL,36,No,Mailed check
1485,42,Male,Month-to-month,95.12,570.72,No,DSL,6,Yes,Mailed check
1486,51,Female,Month-to-month,35.85,752.85,No,DSL,21,No,Mailed check
1487,22,Male,Two year,35.73,571.68,No,Fiber optic,16,Yes,Mailed check
1488,18,Male,Month-to-month,18,324,No,DSL,18,Yes,Credit card
1489,21,Male,Month-to-month,120.65,4584.7,No,No,38,Yes,Electronic check
1490,55,Female,Month-to-month,39.79,1392.65,No,Fiber optic,35,Yes,Mailed check
1491,33,Female,Month-to-month,73.44,1028.16,Yes,DSL,14,No,Bank transfer
1492,70,Female,Month-to-month,86.14,5340.68,No,DSL,62,Yes,Mailed check
1493,33,Male,Month-to-month,117.92,3301.76,No,Fiber optic,28,Yes,Electronic check
1494,42,Male,Two year,59.61,3516.99,Yes,No,59,No,Credit card
1495,58,Female,One year,46.12,2536.6,Yes,No,55,No,Electronic check
1496,64,Female,Month-to-month,71.06,2771.34,No,DSL,39,Yes,Bank transfer
1497,64,Female,Month-to-month,109.94,1649.1,No,Fiber optic,15,Yes,Credit card
1498,54,Male,One year,59.04,1889.28,Yes,DSL,32,No,Electronic check
1499,52,Female,Month-to-month,31.58,473.7,No,DSL,15,No,Mailed check
1500,47,Male,One year,18,522,Yes,Fiber optic,29,No,Bank transfer
1501,49,Female,Month-to-month,22.25,1446.25,Yes,No,65,Yes,Bank transfer
1502,33,Male,Month-to-month,95.25,4095.75,No,DSL,43,Yes,Credit card
1503,30,Male,Month-to-month,53.78,1989.86,No,DSL,37,Yes,Electronic check
1504,39,Female,Two year,43.74,2187,Yes,Fiber optic,50,No,Bank transfer
1505,37,Male,Month-to-month,39.94,2356.46,No,No,59,Yes,Credit card
1506,34,Female,Month-to-month,67.98,1155.66,No,Fiber optic,17,Yes,Mailed check
1507,48,Male,Month-to-month,56.62,226.48,No,DSL,4,Yes,Mailed check
1508,51,Male,One year,55.44,2162.16,Yes,No,39,No,Credit card
1509,41,Female,Two year,112.23,,No,No,5,No,Electronic check
1510,57,Male,Month-to-month,118.83,1307.13,No,Fiber optic,11,Yes,Mailed check
1511,26,Female,Month-to-month,18,198,No,No,11,Yes,Mailed check
1512,37,Female,Two year,76.47,1605.87,No,Fiber optic,21,No,Credit card
1513,31,Female,Month-to-month,37.81,1814.88,No,DSL,48,Yes,Electronic check
1514,18,Male,Month-to-month,56.31,2759.19,Yes,DSL,49,Yes,Mailed check
1515,39,Male,Month-to-month,75.82,227.46,Yes,Fiber optic,3,Yes,Electronic check
1516,38,Male,One year,57.55,2819.95,Yes,No,49,Yes,Credit card
1517,58,Female,Month-to-month,73.07,146.14,Yes,No,2,Yes,Electronic check
1518,47,Female,Two year,88.55,1328.25,No,DSL,15,No,Electronic check
1519,27,Male,Month-to-month,75.31,979.03,No,DSL,13,No,Bank transfer
1520,62,Male,Month-to-month,42.36,2668.68,No,No,63,Yes,Mailed check
1521,54,Female,One year,42.98,1719.2,Yes,Fiber optic,40,No,Mailed check
1522,46,Male,Month-to-month,18,1206,No,DSL,67,Yes,Mailed check
1523,37,Female,Month-to-month,35.11,2036.38,No,Fiber optic,58,No,Electronic check
1524,28,Male,One year,133.67,133.67,Yes,DSL,1,No,Credit card
1525,35,Female,Two year,37.28,335.52,No,No,9,Yes,Electronic check
1526,53,Male,Two year,23.23,580.75,No,No,25,Yes,Mailed check
1527,62,Male,Two year,76.2,228.6,Yes,No,3,No,Mailed check
1528,58,Female,Two year,61.14,1650.78,No,DSL,27,No,Mailed check
1529,34,Female,Month-to-month,58.15,58.15,No,No,1,Yes,Mailed check
1530,26,Female,Month-to-month,114.32,7430.8,No,Fiber optic,65,Yes,Credit card
1531,41,Male,Two year,84.22,1263.3,Yes,DSL,15,Yes,Bank transfer
1532,18,Female,Month-to-month,46.45,2601.2,No,Fiber optic,56,Yes,Electronic check
1533,43,Female,One year,50.14,,Yes,No,22,No,Credit card
1534,38,Male,One year,47.41,1043.02,Yes,Fiber optic,22,Yes,Bank transfer
1535,34,Female,Month-to-month,95.62,1912.4,Yes,DSL,20,Yes,Mailed check
1536,20,Female,Two year,54.21,1301.04,Yes,No,24,No,Credit card
1537,46,Female,Month-to-month,18,1026,No,DSL,57,Yes,Credit card
1538,33,Male,Month-to-month,63.31,2279.16,No,No,36,Yes,Credit card
1539,25,Male,Two year,18,864,Yes,Fiber optic,48,No,Electronic check
1540,18,Male,Month-to-month,141.45,1980.3,Yes,Fiber optic,14,No,Bank transfer
1541,39,Female,Month-to-month,31.2,842.4,No,Fiber optic,27,Yes,Bank transfer
1542,61,Male,Month-to-month,59.33,3915.78,No,DSL,66,Yes,Electronic check
1543,59,Female,Two year,74.04,222.12,Yes,No,3,No,Bank transfer
1544,34,Female,One year,54.9,2525.4,No,DSL,46,Yes,Mailed check
1545,32,Female,One year,54.85,,No,Fiber optic,49,Yes,Credit card
1546,45,Male,One year,79.76,4705.84,Yes,DSL,59,No,Bank transfer
1547,28,Male,Month-to-month,118.42,7223.62,No,DSL,61,Yes,Bank transfer
1548,43,Female,Two year,91.86,6062.76,Yes,Fiber optic,66,No,Credit card
1549,49,Female,Two year,116.75,8289.25,No,No,71,No,Mailed check
1550,54,Male,Month-to-month,28.37,1191.54,Yes,DSL,42,Yes,Mailed check
1551,38,Male,Month-to-month,76.11,4338.27,No,DSL,57,Yes,Bank transfer
1552,37,Male,Two year,70.43,3591.93,No,Fiber optic,51,No,Mailed check
1553,29,Female,Two year,77.29,5255.72,No,Fiber optic,68,No,Electronic check
1554,30,Male,Two year,113.17,5092.65,Yes,DSL,45,No,Credit card
1555,37,Male,Two year,57.27,1374.48,Yes,Fiber optic,24,No,Credit card
1556,44,Male,Month-to-month,50.81,1219.44,Yes,DSL,24,Yes,Electronic check
1557,50,Female,One year,83.69,2845.46,Yes,DSL,34,Yes,Mailed check
1558,30,Male,Month-to-month,18,1080,Yes,Fiber optic,60,Yes,Mailed check
1559,57,Female,Month-to-month,56.71,793.94,No,Fiber optic,14,No,Credit card
1560,36,Female,One year,60.3,2050.2,Yes,DSL,34,No,Electronic check
1561,39,Female,Month-to-month,32.79,918.12,No,Fiber optic,28,Yes,Electronic check
1562,31,Male,One year,102,3774,Yes,Fiber optic,37,No,Credit card
1563,18,Male,Month-to-month,27.82,1891.76,No,Fiber optic,68,Yes,Bank transfer
1564,50,Male,Month-to-month,60.24,1385.52,No,Fiber optic,23,Yes,Credit card
1565,48,Female,Month-to-month,75.26,1354.68,No,DSL,18,Yes,Bank transfer
1566,36,Male,Month-to-month,112.37,5056.65,Yes,Fiber optic,45,Yes,Bank transfer
1567,40,Female,Month-to-month,64.63,3102.24,Yes,No,48,No,Bank transfer
1568,46,Male,Month-to-month,97.77,4204.11,No,DSL,43,No,Credit card
1569,21,Male,Two year,89.52,2238,No,DSL,25,No,Electronic check
1570,33,Male,Month-to-month,69.32,1663.68,No,Fiber optic,24,Yes,Electronic check
1571,49,Male,Month-to-month,26.87,913.58,No,Fiber optic,34,Yes,Electronic check
1572,24,Female,Month-to-month,18,630,Yes,Fiber optic,35,Yes,Credit card
1573,43,Female,One year,68.73,893.49,No,Fiber optic,13,Yes,Credit card
1574,23,Female,Month-to-month,46.01,2530.55,No,Fiber optic,55,Yes,Mailed check
1575,45,Female,One year,97.17,485.85,Yes,Fiber optic,5,No,Credit card
1576,39,Male,One year,91.1,2824.1,No,DSL,31,No,Electronic check
1577,20,Female,Month-to-month,58.54,1463.5,No,DSL,25,Yes,Mailed check
1578,53,Female,Month-to-month,24.48,342.72,No,No,14,No,Credit card
1579,31,Female,Two year,82.88,3978.24,Yes,No,48,Yes,Credit card
1580,30,Male,Two year,29.37,1615.35,Yes,Fiber optic,55,Yes,Credit card
1581,42,Female,One year,38.45,1384.2,Yes,DSL,36,No,Mailed check
1582,53,Female,Month-to-month,30.72,1597.44,No,Fiber optic,52,No,Mailed check
1583,27,Male,Month-to-month,60.15,3428.55,No,Fiber optic,57,Yes,Bank transfer
1584,40,Male,Month-to-month,105.96,3708.6,No,Fiber optic,35,Yes,Mailed check
1585,45,Female,Month-to-month,64.82,,No,Fiber optic,10,Yes,Electronic check
1586,48,Female,Month-to-month,49.49,1286.74,No,DSL,26,Yes,Electronic check
1587,42,Male,One year,18,18,No,DSL,1,No,Credit card
1588,35,Female,Month-to-month,84.32,1770.72,Yes,Fiber optic,21,No,Electronic check
1589,30,Male,One year,37.69,2449.85,Yes,No,65,No,Electronic check
1590,41,Female,Two year,69.11,1105.76,Yes,No,16,Yes,Electronic check
1591,27,Female,Month-to-month,52.6,157.8,No,Fiber optic,3,Yes,Electronic check
1592,18,Female,Two year,94.34,1226.42,Yes,DSL,13,No,Mailed check
1593,45,Female,Month-to-month,59.5,357,No,DSL,6,Yes,Electronic check
1594,50,Female,Two year,62.94,944.1,No,DSL,15,No,Credit card
1595,18,Male,Month-to-month,82,5330,No,Fiber optic,65,Yes,Mailed check
1596,27,Male,Month-to-month,138.74,2497.32,No,Fiber optic,18,Yes,Bank transfer
1597,47,Female,One year,96.1,0,No,Fiber optic,0,Yes,Electronic check
1598,64,Female,Month-to-month,61.9,1857,No,No,30,Yes,Bank transfer
1599,40,Female,Two year,65.11,195.33,No,Fiber optic,3,No,Bank transfer
1600,31,Male,Month-to-month,46.63,2657.91,Yes,DSL,57,Yes,Credit card
1601,37,Male,Month-to-month,31.75,1746.25,Yes,DSL,55,Yes,Bank transfer
1602,56,Male,Month-to-month,45.65,2373.8,Yes,DSL,52,No,Electronic check
1603,32,Male,Month-to-month,37.97,1594.74,Yes,Fiber optic,42,Yes,Credit card
1604,30,Male,Month-to-month,87.87,4217.76,Yes,Fiber optic,48,Yes,Credit card
1605,34,Male,One year,27.51,1623.09,Yes,Fiber optic,59,No,Mailed check
1606,28,Male,One year,111.66,1674.9,No,No,15,No,Credit card
1607,41,Male,Two year,91.32,5387.88,Yes,DSL,59,No,Bank transfer
1608,59,Female,Two year,65.72,3023.12,No,Fiber optic,46,No,Electronic check
1609,43,Male,Month-to-month,65.01,910.14,No,Fiber optic,14,No,Mailed check
1610,36,Male,One year,45.5,2821,No,DSL,62,No,Bank transfer
1611,36,Male,Month-to-month,74.45,2010.15,Yes,DSL,27,Yes,Credit card
1612,21,Male,One year,103.08,1958.52,Yes,Fiber optic,19,No,Electronic check
1613,50,Female,Month-to-month,40.39,2504.18,No,DSL,62,No,Credit card
1614,39,Male,Two year,18,576,Yes,No,32,No,Mailed check
1615,37,Female,One year,89.61,3136.35,No,DSL,35,No,Mailed check
1616,78,Female,Two year,76.35,916.2,Yes,DSL,12,Yes,Electronic check
1617,43,Female,Two year,25.79,1573.19,Yes,DSL,61,No,Bank transfer
1618,30,Male,Two year,39.33,2635.11,Yes,Fiber optic,67,No,Electronic check
1619,34,Male,Two year,34.93,,Yes,DSL,22,No,Bank transfer
1620,53,Male,Month-to-month,39.64,2814.44,Yes,Fiber optic,71,No,Electronic check
1621,41,Female,Month-to-month,53.67,644.04,No,DSL,12,Yes,Mailed check
1622,22,Female,Month-to-month,55.67,2171.13,No,DSL,39,Yes,Mailed check
1623,51,Female,Month-to-month,42.22,1224.38,No,DSL,29,Yes,Credit card
1624,31,Female,Month-to-month,38.46,923.04,No,DSL,24,Yes,Mailed check
1625,62,Male,Month-to-month,56.99,1424.75,Yes,Fiber optic,25,Yes,Credit card
1626,52,Male,Month-to-month,70.87,1630.01,No,Fiber optic,23,Yes,Mailed check
1627,34,Male,Two year,53.93,2049.34,Yes,DSL,38,No,Mailed check
1628,55,Female,Two year,105.55,6333,No,DSL,60,Yes,Credit card
1629,40,Female,Month-to-month,82.78,3973.44,No,No,48,No,Electronic check
1630,50,Male,Month-to-month,18,720,No,Fiber optic,40,Yes,Electronic check
1631,45,Male,Month-to-month,83.33,5749.77,No,No,69,Yes,Electronic check
1632,29,Female,Month-to-month,86.19,1637.61,No,DSL,19,Yes,Bank transfer
1633,32,Male,One year,49.78,2140.54,Yes,DSL,43,No,Bank transfer
1634,52,Male,Month-to-month,18,270,Yes,Fiber optic,15,Yes,Mailed check
1635,35,Female,Month-to-month,65.28,1305.6,No,DSL,20,Yes,Mailed check
1636,35,Female,Two year,64.73,906.22,Yes,Fiber optic,14,No,Mailed check
1637,28,Female,Two year,25.74,978.12,Yes,DSL,38,No,Credit card
1638,45,Male,Month-to-month,18,738,No,DSL,41,Yes,Bank transfer
1639,64,Female,One year,61.94,3716.4,Yes,DSL,60,No,Bank transfer
1640,27,Male,Month-to-month,56.84,170.52,No,Fiber optic,3,Yes,Electronic check
1641,40,Male,Month-to-month,50.4,1159.2,Yes,Fiber optic,23,No,Bank transfer
1642,56,Female,Month-to-month,62.08,,No,DSL,2,Yes,Credit card
1643,39,Male,Month-to-month,26.4,0,No,DSL,0,Yes,Credit card
1644,45,Female,Month-to-month,49.78,597.36,Yes,Fiber optic,12,Yes,Credit card
1645,27,Female,Month-to-month,83.67,4434.51,Yes,DSL,53,Yes,Credit card
1646,45,Male,One year,52.75,2057.25,No,Fiber optic,39,Yes,Mailed check
1647,37,Male,One year,18,180,Yes,Fiber optic,10,No,Credit card
1648,51,Female,Month-to-month,48.46,1986.86,Yes,DSL,41,Yes,Electronic check
1649,54,Female,Month-to-month,27.54,82.62,No,DSL,3,Yes,Credit card
1650,71,Female,Two year,74.35,1784.4,No,Fiber optic,24,Yes,Bank transfer
1651,46,Female,Month-to-month,76.16,2665.6,No,DSL,35,Yes,Credit card
1652,43,Female,Two year,18,,Yes,DSL,63,No,Electronic check
1653,42,Female,One year,91.57,3937.51,No,DSL,43,No,Bank transfer
1654,35,Male,Month-to-month,26.07,1016.73,Yes,No,39,Yes,Bank transfer
1655,44,Male,Month-to-month,119.57,5261.08,No,No,44,No,Bank transfer
1656,36,Male,Month-to-month,63.29,443.03,Yes,Fiber optic,7,Yes,Mailed check
1657,42,Male,Month-to-month,21.38,726.92,Yes,DSL,34,Yes,Bank transfer
1658,55,Female,Month-to-month,25.03,1076.29,No,Fiber optic,43,Yes,Mailed check
1659,27,Male,One year,77.18,1312.06,Yes,DSL,17,No,Credit card
1660,53,Male,Month-to-month,51.3,2359.8,No,DSL,46,Yes,Electronic check
1661,55,Female,Month-to-month,61.62,1478.88,No,Fiber optic,24,Yes,Bank transfer
1662,38,Male,Month-to-month,121.45,4858,No,Fiber optic,40,Yes,Credit card
1663,18,Female,Month-to-month,40.53,162.12,No,DSL,4,Yes,Mailed check
1664,32,Female,Month-to-month,67.1,4227.3,No,No,63,Yes,Mailed check
1665,55,Female,Month-to-month,114.69,6996.09,No,DSL,61,Yes,Electronic check
1666,39,Female,Month-to-month,74.47,5287.37,No,Fiber optic,71,Yes,Credit card
1667,28,Female,One year,18,,Yes,Fiber optic,2,No,Electronic check
1668,33,Male,Month-to-month,82.69,2976.84,Yes,DSL,36,Yes,Electronic check
1669,50,Male,One year,24.29,971.6,No,DSL,40,Yes,Bank transfer
1670,46,Male,Month-to-month,114.24,2170.56,Yes,DSL,19,No,Bank transfer
1671,37,Female,Month-to-month,36.2,2389.2,No,No,66,No,Electronic check
1672,35,Male,Month-to-month,150,5850,No,Fiber optic,39,No,Bank transfer
1673,35,Male,One year,116.36,814.52,No,DSL,7,Yes,Credit card
1674,28,Male,Month-to-month,37.12,148.48,No,No,4,No,Mailed check
1675,59,Male,Month-to-month,65.7,1576.8,No,Fiber optic,24,Yes,Mailed check
1676,36,Female,Month-to-month,91.38,3472.44,No,DSL,38,No,Bank transfer
1677,54,Male,Month-to-month,92.43,3327.48,No,Fiber optic,36,No,Credit card
1678,58,Female,Month-to-month,80.48,321.92,No,Fiber optic,4,Yes,Bank transfer
1679,51,Female,One year,108.83,761.81,No,DSL,7,Yes,Credit card
1680,34,Male,Month-to-month,60.7,182.1,No,Fiber optic,3,Yes,Mailed check
1681,44,Female,One year,52.16,2086.4,Yes,DSL,40,No,Credit card
1682,39,Female,Month-to-month,52.86,3118.74,No,Fiber optic,59,Yes,Mailed check
1683,29,Female,One year,95.04,5037.12,Yes,DSL,53,Yes,Bank transfer
1684,43,Female,One year,77.78,1633.38,Yes,DSL,21,Yes,Credit card
1685,25,Female,Month-to-month,75.19,1353.42,Yes,No,18,Yes,Bank transfer
1686,54,Female,One year,92.83,6219.61,Yes,Fiber optic,67,No,Electronic check
1687,34,Female,Two year,18,576,Yes,DSL,32,No,Electronic check
1688,42,Male,Month-to-month,75.85,1592.85,Yes,Fiber optic,21,Yes,Bank transfer
1689,43,Male,Month-to-month,72.65,4649.6,Yes,No,64,Yes,Mailed check
1690,36,Female,One year,123.41,1234.1,Yes,DSL,10,No,Credit card
1691,47,Female,Month-to-month,18,270,Yes,Fiber optic,15,Yes,Bank transfer
1692,34,Male,Month-to-month,119.5,8006.5,No,Fiber optic,67,Yes,Mailed check
1693,50,Male,Two year,67.64,2908.52,Yes,Fiber optic,43,No,Credit card
1694,23,Male,Month-to-month,82.11,656.88,No,Fiber optic,8,Yes,Bank transfer
1695,41,Male,One year,123.66,8779.86,Yes,Fiber optic,71,No,Bank transfer
1696,63,Female,One year,84.63,,No,No,61,No,Mailed check
1697,27,Female,Two year,79.01,1106.14,Yes,No,14,No,Credit card
1698,31,Male,Month-to-month,73.48,367.4,Yes,DSL,5,Yes,Credit card
1699,46,Male,Month-to-month,48.08,0,No,No,0,Yes,Mailed check
1700,42,Male,Month-to-month,64,1216,Yes,DSL,19,Yes,Bank transfer
1701,44,Male,Month-to-month,39.96,1398.6,No,Fiber optic,35,Yes,Mailed check
1702,45,Female,Month-to-month,63.44,63.44,Yes,No,1,Yes,Mailed check
1703,47,Male,Month-to-month,18,1242,No,Fiber optic,69,No,Bank transfer
1704,53,Male,Month-to-month,80.02,80.02,Yes,DSL,1,Yes,Credit card
1705,44,Male,Month-to-month,60.74,121.48,No,No,2,Yes,Electronic check
1706,37,Female,One year,53.23,,No,DSL,6,No,Electronic check
1707,48,Female,One year,72.69,4579.47,Yes,DSL,63,No,Mailed check
1708,62,Female,One year,18,720,Yes,Fiber optic,40,Yes,Credit card
1709,38,Male,Two year,132.52,7023.56,Yes,DSL,53,No,Bank transfer
1710,28,Male,Month-to-month,61.4,2456,Yes,No,40,No,Credit card
1711,53,Male,Two year,59.9,239.6,No,DSL,4,No,Mailed check
1712,38,Female,Two year,31.21,1935.02,No,No,62,No,Credit card
1713,18,Female,Month-to-month,65.84,0,No,No,0,Yes,Credit card
1714,50,Male,Month-to-month,113.54,2724.96,Yes,Fiber optic,24,No,Bank transfer
1715,33,Male,Month-to-month,101.26,4556.7,No,Fiber optic,45,Yes,Electronic check
1716,38,Female,Month-to-month,94.91,1328.74,No,Fiber optic,14,Yes,Credit card
1717,43,Male,Month-to-month,84.12,5720.16,No,DSL,68,No,Credit card
1718,42,Male,Month-to-month,52.45,839.2,No,DSL,16,No,Electronic check
1719,48,Male,One year,18,360,Yes,No,20,No,Credit card
1720,34,Female,Month-to-month,57.96,3013.92,Yes,Fiber optic,52,Yes,Credit card
1721,46,Male,Month-to-month,56.74,3063.96,No,No,54,Yes,Credit card
1722,36,Male,Two year,101.71,915.39,Yes,Fiber optic,9,No,Electronic check
1723,48,Male,Month-to-month,75.83,4246.48,No,DSL,56,No,Mailed check
1724,47,Male,Two year,121.43,7771.52,No,DSL,64,No,Electronic check
1725,28,Female,Month-to-month,106.91,3848.76,No,DSL,36,No,Electronic check
1726,53,Female,Two year,49.02,294.12,No,No,6,Yes,Mailed check
1727,33,Female,Month-to-month,18,702,No,Fiber optic,39,Yes,Bank transfer
1728,49,Male,Month-to-month,113.5,5561.5,No,Fiber optic,49,Yes,Electronic check
1729,44,Female,Month-to-month,112.58,0,No,Fiber optic,0,Yes,Credit card
1730,62,Male,One year,18,342,Yes,DSL,19,No,Bank transfer
1731,37,Female,Two year,117.82,3534.6,Yes,DSL,30,No,Bank transfer
1732,35,Male,Month-to-month,78.37,5250.79,No,DSL,67,No,Mailed check
