CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue,TenureGroup,TotalChargesPerMonth,Electronic,MonthlyCharges_Tenure,Internet_TechSupport,LogTotalCharges
362,58,Male,Two year,52.86,1374.36,No,DSL,26,No,Electronic check,No,52.86,1374.36,Long-term,52.86,Non-Electronic,1374.36,0,7.225743447197625
363,38,Female,One year,42.43,2079.07,No,Fiber optic,49,No,Bank transfer,No,42.43,2079.07,Long-term,42.43000000000001,Electronic,2079.07,0,7.63967595732486
364,44,Male,Month-to-month,39.47,1381.45,No,DSL,35,No,Mailed check,No,39.47,1381.45,Long-term,39.47,Non-Electronic,1381.45,0,7.23088895116417
365,48,Male,Two year,46.67,1540.11,Yes,DSL,33,No,Electronic check,No,46.67,1540.11,Long-term,46.669999999999995,Non-Electronic,1540.1100000000001,1,7.339609121428205
366,35,Male,Month-to-month,18.0,360.0,No,Fiber optic,20,Yes,Bank transfer,No,18.0,360.0,Intermediate,18.0,Electronic,360.0,0,5.886104031450156
367,42,Male,Month-to-month,37.51,1387.87,No,DSL,37,Yes,Credit card,No,37.51,1387.87,Long-term,37.51,Electronic,1387.87,0,7.235525476738021
368,40,Female,Month-to-month,133.21,6527.29,No,Fiber optic,49,Yes,Mailed check,Yes,133.21,6527.29,Long-term,133.21,Non-Electronic,6527.29,0,8.783747128473998
369,41,Male,Two year,90.75,3267.0,Yes,Fiber optic,36,No,Bank transfer,No,90.75,3267.0,Long-term,90.75,Electronic,3267.0,1,8.09162741160107
370,30,Female,Month-to-month,97.41,1753.38,No,DSL,18,No,Mailed check,Yes,97.41,1753.38,Intermediate,97.41000000000001,Non-Electronic,1753.3799999999999,0,7.469300632679029
371,40,Male,Month-to-month,106.2,0.0,No,DSL,0,No,Bank transfer,Yes,0.0,0.0,,0.0,Electronic,0.0,0,
372,45,Male,One year,129.19,5038.41,No,DSL,39,No,Electronic check,No,,5038.41,Long-term,129.19,Non-Electronic,5038.41,0,8.524845835101857
373,57,Female,One year,18.0,972.0,Yes,Fiber optic,54,No,Credit card,No,18.0,972.0,Long-term,18.0,Electronic,972.0,1,6.879355804460439
374,51,Male,Month-to-month,21.95,548.75,Yes,No,25,Yes,Bank transfer,No,21.95,548.75,Long-term,21.95,Electronic,548.75,0,6.307642964389381
375,65,Female,Two year,36.87,1548.54,Yes,DSL,42,No,Mailed check,No,36.87,1548.54,Long-term,36.87,Non-Electronic,1548.54,1,7.3450678305294215
376,30,Male,Two year,48.56,2816.48,Yes,Fiber optic,58,No,Credit card,No,48.56,2816.48,Long-term,48.56,Electronic,2816.48,1,7.943243157297662
377,50,Male,Month-to-month,54.48,2724.0,No,Fiber optic,50,No,Credit card,No,54.48,2724.0,Long-term,54.48,Electronic,2724.0,0,7.909856667269403
378,42,Male,Month-to-month,49.36,691.04,No,Fiber optic,14,Yes,Credit card,No,49.36,691.04,Intermediate,49.36,Electronic,691.04,0,6.538197709212391
379,66,Male,Month-to-month,72.68,508.76,No,Fiber optic,7,Yes,Electronic check,No,72.68,508.76,New,72.67999999999999,Non-Electronic,508.76000000000005,0,6.231976392583284
380,30,Male,Month-to-month,66.24,861.12,No,DSL,13,Yes,Electronic check,No,66.24,861.12,Intermediate,66.24,Non-Electronic,861.1199999999999,0,6.758233867538541
381,29,Female,Month-to-month,39.7,238.2,Yes,DSL,6,Yes,Bank transfer,No,39.7,238.2,New,39.699999999999996,Electronic,238.20000000000002,1,5.473110656921199
382,32,Female,Two year,18.0,,Yes,No,17,No,Electronic check,No,18.0,306.0,Intermediate,,Non-Electronic,306.0,0,
383,18,Male,Two year,30.25,332.75,Yes,Fiber optic,11,No,Credit card,No,,332.75,New,30.25,Electronic,332.75,1,5.807391457275221
384,33,Male,Month-to-month,45.78,45.78,No,DSL,1,Yes,Mailed check,No,45.78,45.78,New,45.78,Non-Electronic,45.78,0,3.8238473145244205
385,30,Female,Month-to-month,56.35,2761.15,No,DSL,49,Yes,Credit card,No,56.35,2761.15,Long-term,56.35,Electronic,2761.15,0,7.923402538596412
386,41,Female,Month-to-month,25.46,509.2,No,DSL,20,Yes,Credit card,No,25.46,509.2,Intermediate,25.46,Electronic,509.20000000000005,0,6.232840866683252
387,44,Male,Month-to-month,47.82,286.92,No,No,6,Yes,Electronic check,No,47.82,286.92,New,47.82,Non-Electronic,286.92,0,5.659203431258233
388,62,Male,Month-to-month,25.42,279.62,Yes,Fiber optic,11,Yes,Mailed check,No,25.42,279.62,New,25.42,Non-Electronic,279.62,1,5.6334315385596785
389,51,Female,Two year,60.6,3393.6,Yes,Fiber optic,56,No,Credit card,No,60.6,3393.6,Long-term,60.6,Electronic,3393.6,1,8.129646583810418
390,33,Male,Two year,27.44,603.68,No,DSL,22,No,Mailed check,No,27.44,603.68,Intermediate,27.439999999999998,Non-Electronic,603.6800000000001,0,6.403044256216
391,29,Female,Month-to-month,35.29,1023.41,No,DSL,29,No,Mailed check,No,35.29,1023.41,Long-term,35.29,Non-Electronic,1023.41,0,6.930895467673652
392,45,Male,Two year,19.2,1094.4,Yes,DSL,57,No,Credit card,No,19.2,1094.4,Long-term,19.200000000000003,Electronic,1094.3999999999999,1,6.997961546868286
393,24,Female,Month-to-month,59.63,3041.13,No,Fiber optic,51,Yes,Electronic check,No,59.63,3041.13,Long-term,59.63,Non-Electronic,3041.13,0,8.01998443585934
394,61,Female,One year,34.67,1906.85,Yes,DSL,55,No,Electronic check,No,34.67,1906.85,Long-term,34.67,Non-Electronic,1906.8500000000001,1,7.553207944929403
395,54,Male,Month-to-month,96.74,870.66,No,DSL,9,Yes,Bank transfer,Yes,96.74,870.66,New,96.74,Electronic,870.66,0,6.769251544731056
396,34,Female,Month-to-month,79.2,1425.6,Yes,DSL,18,Yes,Credit card,No,79.2,1425.6,Intermediate,79.19999999999999,Electronic,1425.6000000000001,1,7.262348056716545
397,19,Male,Two year,62.56,1126.08,No,Fiber optic,18,No,Credit card,No,62.56,1126.08,Intermediate,62.559999999999995,Electronic,1126.08,0,7.02649785413322
398,56,Male,Month-to-month,37.09,,Yes,DSL,58,Yes,Mailed check,No,37.09,2151.22,Long-term,,Non-Electronic,2151.2200000000003,1,
399,38,Male,One year,78.32,3367.76,No,Fiber optic,43,No,Mailed check,No,78.32,3367.76,Long-term,78.32000000000001,Non-Electronic,3367.7599999999998,0,8.122003113915817
400,54,Male,Month-to-month,89.17,5171.86,No,No,58,No,Bank transfer,Yes,89.17,5171.86,Long-term,89.16999999999999,Electronic,5171.86,0,8.550987670693207
401,20,Female,Month-to-month,69.99,209.97,Yes,DSL,3,Yes,Bank transfer,No,69.99,209.97,New,69.99,Electronic,209.96999999999997,1,5.346964663369558
402,32,Male,Month-to-month,121.13,7752.32,No,DSL,64,Yes,Mailed check,Yes,121.13,7752.32,Long-term,121.13,Non-Electronic,7752.32,0,8.955747432388383
403,40,Male,Month-to-month,81.09,973.08,Yes,No,12,No,Mailed check,No,81.09,973.08,New,81.09,Non-Electronic,973.08,0,6.880466298744467
404,40,Male,One year,96.98,6400.68,Yes,Fiber optic,66,No,Bank transfer,No,96.98,6400.68,Long-term,96.98,Electronic,6400.68,1,8.764159513703632
405,34,Male,Month-to-month,69.67,766.37,No,Fiber optic,11,Yes,Electronic check,No,69.67,766.37,New,69.67,Non-Electronic,766.37,0,6.641665081840398
406,47,Female,One year,88.65,4787.1,Yes,DSL,54,No,Bank transfer,No,88.65,4787.1,Long-term,88.65,Electronic,4787.1,1,8.473680079084492
407,27,Male,One year,37.11,2226.6,Yes,No,60,No,Mailed check,No,37.11,2226.6,Long-term,37.11,Non-Electronic,2226.6,0,7.708231037294607
408,38,Female,One year,48.96,1958.4,Yes,DSL,40,No,Credit card,No,48.96,1958.4,Long-term,48.96,Electronic,1958.4,1,7.579883092318007
409,41,Female,Month-to-month,77.23,2703.05,No,No,35,Yes,Mailed check,No,77.23,2703.05,Long-term,77.23,Non-Electronic,2703.05,0,7.902136044070586
410,46,Female,Two year,76.97,76.97,No,No,1,No,Electronic check,No,76.97,76.97,New,76.97,Non-Electronic,76.97,0,4.343415735546226
411,48,Male,Month-to-month,82.77,1738.17,No,Fiber optic,21,Yes,Mailed check,Yes,82.77,1738.17,Intermediate,82.77000000000001,Non-Electronic,1738.1699999999998,0,7.460588114620728
412,26,Male,Month-to-month,103.51,2173.71,No,Fiber optic,21,Yes,Mailed check,Yes,103.51,2173.71,Intermediate,103.51,Non-Electronic,2173.71,0,7.684190664119082
413,21,Male,Month-to-month,18.0,720.0,Yes,Fiber optic,40,Yes,Bank transfer,No,18.0,720.0,Long-term,18.0,Electronic,720.0,1,6.579251212010101
414,55,Male,Month-to-month,30.89,401.57,No,DSL,13,No,Electronic check,No,30.89,401.57,Intermediate,30.89,Non-Electronic,401.57,0,5.995381864392027
415,43,Female,Month-to-month,73.04,2483.36,No,Fiber optic,34,No,Bank transfer,No,73.04,2483.36,Long-term,73.04,Electronic,2483.36,0,7.817367760902875
416,31,Female,One year,39.65,1942.85,Yes,No,49,No,Credit card,No,39.65,1942.85,Long-term,39.65,Electronic,1942.85,0,7.571911246191483
417,58,Male,Month-to-month,150.0,1200.0,No,DSL,8,Yes,Credit card,Yes,150.0,1200.0,New,150.0,Electronic,1200.0,0,7.090076835776092
418,41,Male,Month-to-month,83.05,4816.9,Yes,No,58,Yes,Electronic check,No,83.05,4816.9,Long-term,83.05,Non-Electronic,4816.9,0,8.479885846605724
419,54,Male,One year,62.26,3424.3,Yes,Fiber optic,55,No,Credit card,No,62.26,3424.3,Long-term,62.260000000000005,Electronic,3424.2999999999997,1,8.138652350245932
420,40,Male,Month-to-month,46.96,,No,Fiber optic,9,Yes,Credit card,No,46.96,422.64,New,,Electronic,422.64,0,
421,64,Male,Month-to-month,48.19,1156.56,Yes,DSL,24,Yes,Mailed check,No,48.19,1156.56,Intermediate,48.19,Non-Electronic,1156.56,1,7.053205361000187
422,61,Male,Month-to-month,66.05,2906.2,No,DSL,44,Yes,Bank transfer,No,66.05,2906.2,Long-term,66.05,Electronic,2906.2,0,7.974601664886595
423,37,Male,One year,68.92,689.2,Yes,No,10,No,Bank transfer,No,68.92,689.2,New,68.92,Electronic,689.2,0,6.5355315046537745
424,51,Female,Month-to-month,49.02,392.16,No,DSL,8,Yes,Bank transfer,No,49.02,392.16,New,49.02,Electronic,392.16,0,5.971669919779803
425,47,Female,Month-to-month,55.44,332.64,No,Fiber optic,6,Yes,Electronic check,No,55.44,332.64,New,55.44,Non-Electronic,332.64,0,5.807060824109703
426,56,Female,Month-to-month,112.05,7843.5,Yes,Fiber optic,70,Yes,Mailed check,No,112.05,7843.5,Long-term,112.05,Non-Electronic,7843.5,1,8.967440442296295
427,28,Female,One year,113.46,3744.18,Yes,DSL,33,Yes,Mailed check,No,113.46,3744.18,Long-term,113.46,Non-Electronic,3744.18,1,8.227957913364902
428,48,Male,One year,73.82,1402.58,Yes,Fiber optic,19,No,Electronic check,No,73.82,1402.58,Intermediate,73.82,Non-Electronic,1402.58,1,7.246068676768293
429,52,Male,Two year,18.06,72.24,Yes,DSL,4,No,Bank transfer,No,18.06,72.24,New,18.06,Electronic,72.24,1,4.27999390910873
430,18,Male,Month-to-month,83.85,4527.9,No,Fiber optic,54,Yes,Mailed check,Yes,83.85,4527.9,Long-term,83.85,Non-Electronic,4527.9,0,8.418013534833491
431,25,Male,Month-to-month,119.4,1671.6,No,DSL,14,Yes,Mailed check,Yes,119.4,1671.6,Intermediate,119.39999999999999,Non-Electronic,1671.6000000000001,0,7.421536530573761
432,18,Male,Month-to-month,112.94,5308.18,Yes,Fiber optic,47,Yes,Bank transfer,No,112.94,5308.18,Long-term,112.94000000000001,Electronic,5308.18,1,8.57700430595475
433,36,Female,Month-to-month,90.7,272.1,Yes,No,3,No,Credit card,No,90.7,272.1,New,90.7,Electronic,272.1,0,5.6061696457892
434,48,Male,Month-to-month,114.78,2295.6,Yes,DSL,20,Yes,Electronic check,No,114.78,2295.6,Intermediate,114.78,Non-Electronic,2295.6,1,7.738749526234208
435,58,Female,Month-to-month,66.87,534.96,No,Fiber optic,8,Yes,Mailed check,No,66.87,534.96,New,66.87,Non-Electronic,534.96,0,6.282191977745724
436,40,Male,Month-to-month,86.98,5653.7,No,Fiber optic,65,Yes,Bank transfer,Yes,86.98,5653.7,Long-term,86.98,Electronic,5653.7,0,8.640065477065129
437,59,Female,One year,41.17,1399.78,Yes,DSL,34,No,Credit card,No,41.17,1399.78,Long-term,41.17,Electronic,1399.78,1,7.244070360397974
438,23,Male,Month-to-month,75.23,3761.5,No,Fiber optic,50,Yes,Bank transfer,No,75.23,3761.5,Long-term,75.23,Electronic,3761.5,0,8.232573093000276
439,19,Female,One year,111.53,4015.08,Yes,No,36,No,Bank transfer,No,111.53,4015.08,Long-term,111.53,Electronic,4015.08,0,8.297812551462556
440,39,Male,Month-to-month,44.37,221.85,Yes,No,5,Yes,Credit card,No,44.37,221.85,New,44.37,Electronic,221.85,0,5.402001477824919
441,44,Male,Month-to-month,34.85,,Yes,DSL,50,No,Electronic check,No,34.85,1742.5,Long-term,,Non-Electronic,1742.5,1,
442,39,Male,Month-to-month,68.41,4446.65,Yes,Fiber optic,65,No,Mailed check,No,68.41,4446.65,Long-term,68.41,Non-Electronic,4446.65,1,8.399906282668544
443,18,Male,Month-to-month,57.07,913.12,No,Fiber optic,16,Yes,Electronic check,No,57.07,913.12,Intermediate,57.07,Non-Electronic,913.12,0,6.816867306788398
444,38,Female,Month-to-month,87.72,5614.08,No,No,64,Yes,Electronic check,Yes,87.72,5614.08,Long-term,87.72,Non-Electronic,5614.08,0,8.63303300690936
445,24,Male,Month-to-month,49.14,393.12,No,DSL,8,No,Bank transfer,No,49.14,393.12,New,49.14,Electronic,393.12,0,5.974114908772869
446,48,Female,Two year,125.15,1501.8,Yes,No,12,No,Bank transfer,No,125.15,1501.8,New,125.14999999999999,Electronic,1501.8000000000002,0,7.314419667665783
447,44,Male,One year,19.86,1132.02,Yes,No,57,No,Bank transfer,No,19.86,1132.02,Long-term,19.86,Electronic,1132.02,0,7.031758926451577
448,28,Female,Month-to-month,108.88,3157.52,No,No,29,Yes,Electronic check,Yes,108.88,3157.52,Long-term,108.88,Non-Electronic,3157.52,0,8.057542188329684
449,33,Male,Two year,38.23,1146.9,Yes,Fiber optic,30,No,Mailed check,No,38.23,1146.9,Long-term,38.230000000000004,Non-Electronic,1146.8999999999999,1,7.044817929370477
450,27,Male,One year,18.0,396.0,Yes,DSL,22,No,Bank transfer,No,18.0,396.0,Intermediate,18.0,Electronic,396.0,1,5.981414211254481
451,39,Female,One year,73.33,4546.46,Yes,Fiber optic,62,No,Credit card,No,73.33,4546.46,Long-term,73.33,Electronic,4546.46,1,8.422104187150799
452,51,Male,Two year,56.09,1514.43,Yes,DSL,27,No,Mailed check,No,56.09,1514.43,Long-term,56.09,Non-Electronic,1514.43,1,7.322794409524574
453,28,Male,Month-to-month,26.16,1517.28,Yes,Fiber optic,58,Yes,Mailed check,No,26.16,1517.28,Long-term,26.16,Non-Electronic,1517.28,1,7.324674537135417
454,46,Female,Month-to-month,18.0,162.0,No,Fiber optic,9,Yes,Mailed check,No,18.0,162.0,New,18.0,Non-Electronic,162.0,0,5.087596335232384
455,33,Male,Month-to-month,64.71,1617.75,Yes,DSL,25,No,Credit card,No,64.71,1617.75,Long-term,64.71,Electronic,1617.7499999999998,1,7.388791573937375
456,30,Female,Month-to-month,99.15,1586.4,No,DSL,16,Yes,Credit card,Yes,99.15,1586.4,Intermediate,99.15,Electronic,1586.4,0,7.369222577205586
457,38,Male,Month-to-month,85.47,3333.33,Yes,DSL,39,Yes,Bank transfer,No,85.47,3333.33,Long-term,85.47,Electronic,3333.33,1,8.111727083307573
458,27,Female,Month-to-month,66.98,4487.66,No,DSL,67,Yes,Mailed check,No,66.98,4487.66,Long-term,66.98,Non-Electronic,4487.66,0,8.409086686757025
459,33,Female,Two year,81.76,1798.72,No,Fiber optic,22,Yes,Electronic check,No,81.76,1798.72,Intermediate,81.76,Non-Electronic,1798.72,0,7.49483057981371
460,25,Female,Two year,64.05,2177.7,No,DSL,34,No,Electronic check,No,64.05,2177.7,Long-term,64.05,Non-Electronic,2177.7,0,7.686024552958904
461,63,Female,Two year,18.0,144.0,Yes,No,8,Yes,Electronic check,No,18.0,144.0,New,18.0,Non-Electronic,144.0,0,4.969813299576001
462,40,Male,Two year,18.0,792.0,Yes,Fiber optic,44,No,Bank transfer,No,18.0,792.0,Long-term,18.0,Electronic,792.0,1,6.674561391814426
463,31,Male,Two year,57.89,2084.04,No,Fiber optic,36,No,Electronic check,No,,2084.04,Long-term,57.89,Non-Electronic,2084.04,0,7.642063596547024
464,42,Female,Month-to-month,59.38,4037.84,No,DSL,68,Yes,Mailed check,No,59.38,4037.84,Long-term,59.38,Non-Electronic,4037.84,0,8.30346517451172
465,38,Male,Month-to-month,94.78,1706.04,No,No,18,No,Bank transfer,Yes,94.78,1706.04,Intermediate,94.78,Electronic,1706.04,0,7.441930174435607
466,37,Male,Month-to-month,91.51,2379.26,No,No,26,Yes,Bank transfer,Yes,91.51,2379.26,Long-term,91.51,Electronic,2379.26,0,7.774544793948769
467,47,Male,Two year,86.18,1034.16,No,DSL,12,No,Credit card,No,86.18,1034.16,New,86.18,Electronic,1034.16,0,6.941344781975692
468,49,Female,Month-to-month,55.19,3090.64,Yes,DSL,56,Yes,Mailed check,No,55.19,3090.64,Long-term,55.19,Non-Electronic,3090.64,1,8.03613346818656
469,33,Male,One year,18.0,1062.0,Yes,Fiber optic,59,No,Electronic check,No,18.0,1062.0,Long-term,18.0,Non-Electronic,1062.0,1,6.967909201801884
470,33,Male,Month-to-month,79.42,,Yes,Fiber optic,11,No,Mailed check,No,79.42,873.62,New,,Non-Electronic,873.62,1,
471,36,Female,Month-to-month,83.38,667.04,No,DSL,8,Yes,Mailed check,Yes,83.38,667.04,New,83.38,Non-Electronic,667.04,0,6.502850014132487
472,18,Male,One year,18.0,468.0,Yes,No,26,No,Bank transfer,No,18.0,468.0,Long-term,18.0,Electronic,468.0,0,6.148468295917647
473,21,Female,Month-to-month,35.8,2219.6,No,Fiber optic,62,No,Electronic check,No,35.8,2219.6,Long-term,35.8,Non-Electronic,2219.6,0,7.705082278451746
474,56,Female,Month-to-month,40.81,1142.68,Yes,Fiber optic,28,No,Electronic check,No,40.81,1142.68,Long-term,40.81,Non-Electronic,1142.68,1,7.041131659592918
475,59,Female,Month-to-month,69.14,,No,DSL,21,Yes,Electronic check,No,69.14,1451.94,Intermediate,,Non-Electronic,1451.94,0,
476,37,Male,Month-to-month,36.88,663.84,No,DSL,18,Yes,Credit card,No,36.88,663.84,Intermediate,36.88,Electronic,663.84,0,6.4980411565845575
477,46,Male,One year,63.67,,Yes,DSL,37,No,Mailed check,No,63.67,2355.79,Long-term,,Non-Electronic,2355.79,1,
478,43,Female,Month-to-month,57.63,2189.94,No,DSL,38,Yes,Bank transfer,No,57.63,2189.94,Long-term,57.63,Electronic,2189.94,0,7.691629425174961
479,76,Female,Month-to-month,59.43,832.02,No,No,14,Yes,Bank transfer,No,59.43,832.02,Intermediate,59.43,Electronic,832.02,0,6.723856478993828
480,53,Female,Month-to-month,39.93,2116.29,No,Fiber optic,53,Yes,Bank transfer,No,39.93,2116.29,Long-term,39.93,Electronic,2116.29,0,7.657419834627252
481,38,Female,Two year,42.64,1321.84,Yes,No,31,Yes,Electronic check,No,42.64,1321.84,Long-term,42.64,Non-Electronic,1321.84,0,7.186779984342735
482,28,Female,Month-to-month,27.19,1223.55,No,No,45,Yes,Electronic check,No,27.19,1223.55,Long-term,27.189999999999998,Non-Electronic,1223.55,0,7.1095117484146995
483,20,Female,One year,78.3,4698.0,Yes,DSL,60,Yes,Bank transfer,No,78.3,4698.0,Long-term,78.3,Electronic,4698.0,1,8.454892165218858
484,42,Male,One year,84.99,4334.49,Yes,DSL,51,Yes,Mailed check,No,84.99,4334.49,Long-term,84.99,Non-Electronic,4334.49,1,8.374359235234861
485,30,Female,Month-to-month,38.03,1254.99,No,No,33,Yes,Bank transfer,No,38.03,1254.99,Long-term,38.03,Electronic,1254.99,0,7.1348828834066484
486,22,Female,Two year,118.22,4019.48,Yes,Fiber optic,34,No,Mailed check,No,118.22,4019.48,Long-term,118.22,Non-Electronic,4019.48,1,8.298907820012385
487,32,Female,One year,53.99,3725.31,Yes,Fiber optic,69,Yes,Bank transfer,No,53.99,3725.31,Long-term,53.99,Electronic,3725.31,1,8.222905348827455
488,27,Male,Month-to-month,118.56,4268.16,No,Fiber optic,36,No,Mailed check,Yes,118.56,4268.16,Long-term,118.56,Non-Electronic,4268.16,0,8.358938100003886
489,60,Male,Month-to-month,42.53,2551.8,Yes,No,60,No,Bank transfer,No,42.53,2551.8,Long-term,42.53,Electronic,2551.8,0,7.844554271487643
490,50,Male,Two year,18.0,864.0,Yes,Fiber optic,48,No,Credit card,No,18.0,864.0,Long-term,18.0,Electronic,864.0,1,6.761572768804055
491,39,Male,One year,79.08,632.64,Yes,No,8,No,Credit card,No,,632.64,New,79.08,Electronic,632.64,0,6.449901539982252
492,57,Female,Month-to-month,73.7,1326.6,Yes,No,18,Yes,Electronic check,No,73.7,1326.6,Intermediate,73.69999999999999,Non-Electronic,1326.6000000000001,0,7.190374557091456
493,40,Male,Month-to-month,66.2,1787.4,No,Fiber optic,27,Yes,Electronic check,No,66.2,1787.4,Long-term,66.2,Non-Electronic,1787.4,0,7.4885173289472915
494,29,Female,Two year,42.52,1063.0,No,Fiber optic,25,No,Electronic check,No,,1063.0,Long-term,42.52,Non-Electronic,1063.0,0,6.968850378341948
495,58,Female,One year,63.79,,No,DSL,37,Yes,Electronic check,No,63.79,2360.23,Long-term,,Non-Electronic,2360.23,0,
496,46,Female,One year,47.11,1837.29,Yes,DSL,39,No,Bank transfer,No,47.11,1837.29,Long-term,47.11,Electronic,1837.29,1,7.516046938841596
497,27,Female,Month-to-month,54.42,1306.08,No,Fiber optic,24,Yes,Credit card,No,54.42,1306.08,Intermediate,54.419999999999995,Electronic,1306.08,0,7.174785563703046
498,37,Female,One year,94.46,6423.28,Yes,DSL,68,No,Electronic check,No,94.46,6423.28,Long-term,94.46,Non-Electronic,6423.28,1,8.767684169644077
499,29,Female,Month-to-month,71.45,5001.5,No,No,70,Yes,Mailed check,No,71.45,5001.5,Long-term,71.45,Non-Electronic,5001.5,0,8.517493146425235
500,23,Male,Month-to-month,86.35,1899.7,No,Fiber optic,22,Yes,Mailed check,Yes,86.35,1899.7,Intermediate,86.35000000000001,Non-Electronic,1899.6999999999998,0,7.549451257951003
501,51,Male,One year,56.88,3640.32,Yes,No,64,No,Electronic check,No,56.88,3640.32,Long-term,56.88,Non-Electronic,3640.32,0,8.199826868854657
502,62,Male,Two year,53.03,1113.63,Yes,DSL,21,No,Electronic check,No,53.03,1113.63,Intermediate,53.03000000000001,Non-Electronic,1113.63,1,7.015380228872462
503,23,Male,Month-to-month,24.63,1551.69,No,No,63,Yes,Electronic check,No,24.63,1551.69,Long-term,24.630000000000003,Non-Electronic,1551.6899999999998,0,7.3470999385239795
504,46,Male,Month-to-month,52.05,3487.35,Yes,Fiber optic,67,No,Bank transfer,No,52.05,3487.35,Long-term,52.05,Electronic,3487.35,1,8.156897414451944
505,32,Female,One year,18.0,1026.0,Yes,No,57,No,Mailed check,No,18.0,1026.0,Long-term,18.0,Non-Electronic,1026.0,0,6.933423025730715
506,34,Male,Month-to-month,44.34,1197.18,No,DSL,27,Yes,Mailed check,No,44.34,1197.18,Long-term,44.34,Non-Electronic,1197.18,0,7.087724070192494
507,32,Male,Two year,62.13,4162.71,Yes,Fiber optic,67,Yes,Mailed check,No,62.13,4162.71,Long-term,62.13,Non-Electronic,4162.71,1,8.33392158346657
508,29,Male,One year,84.73,254.19,Yes,Fiber optic,3,Yes,Credit card,No,84.73,254.19,New,84.73,Electronic,254.19,1,5.538082018878482
509,40,Female,Month-to-month,55.6,0.0,No,DSL,0,Yes,Bank transfer,No,0.0,0.0,,0.0,Electronic,0.0,0,
510,30,Female,Two year,77.17,1929.25,No,DSL,25,No,Credit card,No,77.17,1929.25,Long-term,77.17,Electronic,1929.25,0,7.564886605337713
511,43,Female,One year,18.0,576.0,Yes,No,32,No,Bank transfer,No,18.0,576.0,Long-term,18.0,Electronic,576.0,0,6.3561076606958915
512,39,Male,Two year,63.01,1638.26,No,DSL,26,No,Mailed check,No,63.01,1638.26,Long-term,63.01,Non-Electronic,1638.26,0,7.401389981975446
513,37,Male,One year,18.0,738.0,Yes,DSL,41,No,Mailed check,No,18.0,738.0,Long-term,18.0,Non-Electronic,738.0,1,6.6039438246004725
514,29,Male,Two year,22.71,1544.28,Yes,DSL,68,No,Credit card,No,22.71,1544.28,Long-term,22.71,Electronic,1544.28,1,7.342313061293574
515,33,Male,Month-to-month,58.45,4091.5,No,No,70,Yes,Mailed check,No,58.45,4091.5,Long-term,58.45,Non-Electronic,4091.5,0,8.316666929967436
516,49,Male,Month-to-month,109.67,6909.21,No,Fiber optic,63,Yes,Electronic check,Yes,109.67,6909.21,Long-term,109.67,Non-Electronic,6909.21,0,8.84061058316365
517,46,Female,Two year,77.99,1871.76,Yes,DSL,24,No,Bank transfer,No,77.99,1871.76,Intermediate,77.99,Electronic,1871.7599999999998,1,7.5346344436903525
518,28,Male,Month-to-month,65.64,,Yes,Fiber optic,71,Yes,Mailed check,No,,4660.44,Long-term,,Non-Electronic,4660.44,1,
519,41,Female,Month-to-month,64.32,192.96,No,No,3,Yes,Electronic check,No,64.32,192.96,New,64.32000000000001,Non-Electronic,192.95999999999998,0,5.262482913538821
520,49,Male,One year,40.02,440.22,Yes,DSL,11,No,Credit card,No,40.02,440.22,New,40.02,Electronic,440.22,1,6.087274601953958
521,19,Female,Two year,45.96,2619.72,No,DSL,57,No,Mailed check,No,45.96,2619.72,Long-term,45.959999999999994,Non-Electronic,2619.7200000000003,0,7.870822720815105
522,46,Female,Month-to-month,79.96,799.6,No,DSL,10,Yes,Mailed check,No,79.96,799.6,New,79.96000000000001,Non-Electronic,799.5999999999999,0,6.684111602626245
523,32,Female,Two year,18.0,1044.0,No,Fiber optic,58,No,Bank transfer,No,18.0,1044.0,Long-term,18.0,Electronic,1044.0,0,6.950814768442584
524,46,Female,One year,85.76,3001.6,Yes,Fiber optic,35,Yes,Mailed check,No,85.76,3001.6,Long-term,85.75999999999999,Non-Electronic,3001.6000000000004,1,8.006900758811906
525,30,Male,Month-to-month,51.4,1079.4,Yes,Fiber optic,21,No,Bank transfer,No,51.4,1079.4,Intermediate,51.400000000000006,Electronic,1079.3999999999999,1,6.984160610184542
526,18,Male,Two year,93.89,6008.96,No,Fiber optic,64,No,Credit card,No,93.89,6008.96,Long-term,93.89,Electronic,6008.96,0,8.701006967630128
527,20,Male,Month-to-month,98.64,4833.36,Yes,DSL,49,No,Bank transfer,No,98.64,4833.36,Long-term,98.63999999999999,Electronic,4833.36,1,8.483297156966715
528,40,Female,Month-to-month,18.0,54.0,No,DSL,3,Yes,Credit card,No,18.0,54.0,New,18.0,Electronic,54.0,0,3.9889840465642745
529,43,Male,Month-to-month,44.64,3169.44,Yes,DSL,71,Yes,Mailed check,No,44.64,3169.44,Long-term,44.64,Non-Electronic,3169.44,1,8.061310195114372
530,29,Male,Month-to-month,35.06,1788.06,No,DSL,51,Yes,Electronic check,No,35.06,1788.06,Long-term,35.06,Non-Electronic,1788.0600000000002,0,7.488886512217414
531,47,Male,Month-to-month,18.0,756.0,Yes,DSL,42,Yes,Credit card,No,18.0,756.0,Long-term,18.0,Electronic,756.0,1,6.628041376179533
